type,title,director,country,date_added,release_year,rating,duration,listed_in,main_country,main_genre
Movie,The Tourist,Florian Henckel von Donnersmarck,United States,2021-07-01,2010,PG-13,103 min,"Action & Adventure, Romantic Movies",United States,Action & Adventure
Movie,Underworld,Len Wiseman,United States,2021-07-01,2003,R,121 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",United States,Action & Adventure
Movie,Underworld: Awakening,"Måns Mårlind, Björn Stein",United States,2021-07-01,2012,R,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",United States,Action & Adventure
Movie,Underworld: Rise of the Lycans,Patrick Tatopoulos,United States,2021-07-01,2009,R,92 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",United States,Action & Adventure
Movie,Voiceless,Robert O. Peters,Nigeria,2021-07-01,2020,TV-MA,112 min,"Dramas, International Movies, Thrillers",Nigeria,Dramas
Movie,What Dreams May Come,Vincent Ward,United States,2021-07-01,1998,PG-13,114 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",United States,Dramas
Movie,Why Do Fools Fall in Love,Gregory Nava,United States,2021-07-01,1998,R,116 min,"Dramas, Music & Musicals, Romantic Movies",United States,Dramas
Movie,Working Title,Mary Harron,United States,2021-07-01,2019,R,110 min,Dramas,United States,Dramas
Movie,America: The Motion Picture,Matt Thompson,United States,2021-06-30,2021,TV-MA,98 min,"Action & Adventure, Comedies",United States,Action & Adventure
Movie,Deranged,Jameel Buari,Not Given,2021-06-30,2020,TV-14,98 min,"Dramas, International Movies",Not Given,Dramas
Movie,Lying and Stealing,Matt Aselton,United States,2021-06-30,2019,R,100 min,Thrillers,United States,Thrillers
TV Show,Legend of Exorcism,Shen Leping,Not Given,2021-06-30,2020,TV-14,1 Season,"Anime Series, Crime TV Shows, International TV Shows",Not Given,Anime Series
Movie,Mommy Issues,Jose Javier Reyes,Not Given,2021-06-30,2021,TV-MA,90 min,"Comedies, Dramas, International Movies",Not Given,Comedies
Movie,Prime Time,Jakub Piątek,Not Given,2021-06-30,2021,TV-MA,92 min,"Dramas, International Movies, Thrillers",Not Given,Dramas
TV Show,Sophie: A Murder in West Cork,John Dower,United Kingdom,2021-06-30,2021,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",United Kingdom,British TV Shows
Movie,A Way Back Home,B. T Thomas,Not Given,2021-06-28,2020,TV-14,82 min,"Dramas, International Movies",Not Given,Dramas
Movie,Wanted,Nibal Arakji,Not Given,2021-06-28,2019,TV-14,90 min,"Comedies, International Movies",Not Given,Comedies
Movie,Killing Them Softly,Andrew Dominik,United States,2021-06-28,2012,R,97 min,Dramas,United States,Dramas
Movie,Into the Wind,Sofie Šustková,Not Given,2021-06-26,2018,TV-MA,76 min,"Dramas, Independent Movies, International Movies",Not Given,Dramas
Movie,Wonder Boy,Anissa Bonnefont,France,2021-06-26,2019,TV-14,83 min,"Documentaries, International Movies",France,Documentaries
Movie,Here Comes the Rain,Bahij Hojeij,Lebanon,2021-06-25,2010,TV-MA,101 min,"Dramas, International Movies",Lebanon,Dramas
Movie,The Ice Road,Jonathan Hensleigh,United States,2021-06-25,2021,PG-13,109 min,Action & Adventure,United States,Action & Adventure
TV Show,Ray,"Srijit Mukherji, Vasan Bala, Abhishek Chaubey",Not Given,2021-06-25,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",Not Given,International TV Shows
Movie,The Seventh Day,Justin P. Lange,United States,2021-06-24,2021,R,87 min,Horror Movies,United States,Horror Movies
Movie,Osuofia in London II,Kingsley Ogoro,Nigeria,2021-06-22,2004,TV-14,70 min,"Comedies, Dramas, International Movies",Nigeria,Comedies
Movie,O Vendedor de Sonhos,Jayme Monjardim,Brazil,2021-06-22,2016,TV-14,96 min,"Dramas, International Movies",Brazil,Dramas
Movie,Osuofia in London,Kingsley Ogoro,Nigeria,2021-06-22,2003,TV-MA,84 min,"Comedies, Dramas, International Movies",Nigeria,Comedies
Movie,The House of Flowers: The Movie,Manolo Caro,Mexico,2021-06-23,2021,TV-MA,88 min,"Comedies, International Movies, Music & Musicals",Mexico,Comedies
Movie,#Selfie,Cristina Jacob,Romania,2021-06-21,2014,TV-MA,125 min,"Comedies, Dramas, International Movies",Romania,Comedies
Movie,#Selfie 69,Cristina Jacob,Romania,2021-06-21,2016,TV-MA,119 min,"Comedies, Dramas, International Movies",Romania,Comedies
Movie,Love Is a Story,Cristina Jacob,Romania,2021-06-21,2015,TV-MA,105 min,"International Movies, Music & Musicals, Romantic Movies",Romania,International Movies
Movie,Good on Paper,Kimmy Gatewood,Not Given,2021-06-23,2021,TV-MA,94 min,"Comedies, Romantic Movies",Not Given,Comedies
Movie,Murder by the Coast,Tània Balló,Not Given,2021-06-23,2021,TV-14,89 min,"Documentaries, International Movies",Not Given,Documentaries
Movie,Broken,Anurin Nwunembom,Not Given,2021-06-22,2019,TV-14,108 min,"Dramas, International Movies, Romantic Movies",Not Given,Dramas
TV Show,Cleo & Cuquin,Fernando Moro,Spain,2021-06-19,2020,TV-Y,2 Seasons,Kids' TV,Spain,Kids' TV
TV Show,Riverdale,Rob Seidenglanz,United States,2021-06-19,2019,TV-14,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",United States,Crime TV Shows
TV Show,Gameboys Level-Up Edition,Ivan Andrew Payawal,Not Given,2021-06-19,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Not Given,International TV Shows
Movie,Mobile Suit Gundam: Char's Counterattack,Yoshiyuki Tomino,Not Given,2021-06-19,1988,TV-14,120 min,"Action & Adventure, Anime Features, International Movies",Not Given,Action & Adventure
Movie,Mobile Suit Gundam II: Soldiers of Sorrow,"Yoshiyuki Tomino, Yoshikazu Yasuhiko",Not Given,2021-06-19,1981,TV-14,133 min,"Action & Adventure, Anime Features, International Movies",Not Given,Action & Adventure
Movie,Mobile Suit Gundam III: Encounters in Space,"Yoshiyuki Tomino, Yoshikazu Yasuhiko",Not Given,2021-06-19,1982,TV-MA,140 min,"Action & Adventure, Anime Features, International Movies",Not Given,Action & Adventure
TV Show,They've Gotta Have Us,Simon Frederick,United Kingdom,2021-06-19,2018,TV-MA,1 Season,"British TV Shows, Docuseries",United Kingdom,British TV Shows
Movie,Jagame Thandhiram,Karthik Subbaraj,India,2021-06-18,2021,TV-MA,159 min,"Action & Adventure, Dramas, International Movies",India,Action & Adventure
Movie,Fatherhood,Paul Weitz,United States,2021-06-18,2021,PG-13,111 min,Dramas,United States,Dramas
Movie,Kambili: The Whole 30 Yards,Kayode Kasum,Nigeria,2021-06-18,2020,TV-14,119 min,"Comedies, International Movies, Romantic Movies",Nigeria,Comedies
TV Show,The Rational Life,Hsu Fu-chun,Taiwan,2021-06-18,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Taiwan,International TV Shows
Movie,Aziza,Soudade Kaadan,Lebanon,2021-06-17,2019,TV-PG,13 min,"Comedies, Dramas, Independent Movies",Lebanon,Comedies
Movie,Ali & Ratu Ratu Queens,Lucky Kuswandi,Indonesia,2021-06-17,2021,TV-14,101 min,"Comedies, Dramas, International Movies",Indonesia,Comedies
Movie,Besieged Bread,Soudade Kaadan,Syria,2021-06-17,2015,TV-14,12 min,"Dramas, International Movies",Syria,Dramas
Movie,Fan Girl,Antoinette Jadaone,Philippines,2021-06-17,2020,TV-MA,101 min,"Dramas, Independent Movies, International Movies",Philippines,Dramas
Movie,Sweet & Sour,Lee Kae-byeok,South Korea,2021-06-04,2021,TV-14,103 min,"Comedies, International Movies, Romantic Movies",South Korea,Comedies
Movie,A Family,Michihito Fujii,Not Given,2021-06-18,2021,TV-MA,135 min,"Dramas, International Movies",Not Given,Dramas
Movie,Mobile Suit Gundam I,"Yoshiyuki Tomino, Yoshikazu Yasuhiko",Not Given,2021-06-18,1981,TV-14,139 min,"Action & Adventure, Anime Features, Classic Movies",Not Given,Action & Adventure
Movie,Rurouni Kenshin: The Final,Keishi Otomo,Not Given,2021-06-18,2021,TV-14,137 min,"Action & Adventure, International Movies",Not Given,Action & Adventure
Movie,A Man For The Week End,Achille Brice,Not Given,2021-06-16,2018,TV-14,95 min,"Comedies, Dramas, International Movies",Not Given,Comedies
Movie,Red Snow,Marie Clements,Canada,2021-06-17,2019,TV-MA,96 min,Dramas,Canada,Dramas
Movie,Silver Linings Playbook,David O. Russell,United States,2021-06-17,2012,R,122 min,"Comedies, Dramas, Independent Movies",United States,Comedies
TV Show,Let's Eat,Sarawut Wichiensarn,Not Given,2021-06-16,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Not Given,International TV Shows
Movie,Biking Borders,Max Jabs,Germany,2021-06-16,2019,TV-14,89 min,"Documentaries, International Movies, Sports Movies",Germany,Documentaries
Movie,Silver Skates,Michael Lockshin,Not Given,2021-06-16,2020,TV-MA,138 min,"Action & Adventure, Dramas, International Movies",Not Given,Action & Adventure
Movie,Lowriders,Ricardo de Montreuil,United States,2021-06-16,2016,PG-13,98 min,"Dramas, Independent Movies",United States,Dramas
Movie,Security,Peter Chelsom,Italy,2021-06-16,2021,TV-MA,119 min,"Dramas, International Movies, Thrillers",Italy,Dramas
Movie,FTA,Francine Parker,United States,2021-06-15,1972,TV-MA,104 min,Documentaries,United States,Documentaries
Movie,Life of Crime,Daniel Schechter,United States,2021-06-15,2013,R,101 min,"Comedies, Independent Movies",United States,Comedies
Movie,Black Holes | The Edge of All We Know,Peter Galison,Not Given,2021-06-02,2021,TV-14,99 min,Documentaries,Not Given,Documentaries
Movie,Rogue Warfare: Death of a Nation,Mike Gunther,United States,2021-06-15,2020,R,99 min,Action & Adventure,United States,Action & Adventure
Movie,Sir! No Sir!,David Zeiger,United States,2021-06-15,2005,TV-MA,84 min,Documentaries,United States,Documentaries
TV Show,The American Bible Challenge,Michael Simon,United States,2021-06-15,2014,TV-G,1 Season,Reality TV,United States,Reality TV
Movie,The Reason I Jump,Jerry Rothwell,United States,2021-06-15,2021,TV-14,82 min,Documentaries,United States,Documentaries
TV Show,Metallica: Some Kind of Monster,"Joe Berlinger, Bruce Sinofsky",United States,2021-06-13,2014,TV-MA,1 Season,TV Shows,United States,TV Shows
Movie,Picture a Scientist,"Ian Cheney, Sharon Shattuck",United States,2021-06-13,2020,TV-MA,97 min,Documentaries,United States,Documentaries
Movie,The Devil Below,Bradley Parker,United States,2021-06-13,2021,TV-MA,89 min,Horror Movies,United States,Horror Movies
Movie,Sarbath,Prabhakaran,India,2021-06-11,2021,TV-PG,113 min,"Comedies, Dramas, International Movies",India,Comedies
Movie,Skater Girl,Manjari Makijany,United States,2021-06-11,2021,PG,110 min,"Children & Family Movies, Dramas, International Movies",United States,Children & Family Movies
TV Show,Trese,Jay Oliva,Philippines,2021-06-11,2021,TV-MA,1 Season,"Anime Series, Crime TV Shows, TV Horror",Philippines,Anime Series
Movie,Wish Dragon,Chris Appelhans,China,2021-06-11,2021,PG,102 min,"Children & Family Movies, Comedies",China,Children & Family Movies
TV Show,Power Rangers Dino Fury,Not Given,United States,2021-06-15,2021,TV-G,1 Season,Kids' TV,United States,Kids' TV
Movie,A Haunted House 2,Michael Tiddes,United States,2021-06-10,2014,R,86 min,"Comedies, Horror Movies",United States,Comedies
Movie,Blind Intersections,Lara Saba,Lebanon,2021-06-10,2012,TV-MA,91 min,"Dramas, International Movies",Lebanon,Dramas
Movie,Camellia Sisters,"Bao Nhan, Namcito",Vietnam,2021-06-10,2021,TV-MA,117 min,"Dramas, International Movies",Vietnam,Dramas
Movie,Copenhagen,Mark Raso,Canada,2021-06-10,2014,TV-MA,99 min,"Dramas, Independent Movies, Romantic Movies",Canada,Dramas
Movie,Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home,George Ford,Not Given,2021-06-04,2015,TV-G,60 min,Movies,Not Given,Movies
Movie,Until Midnight,Tariq Alkazim,United Arab Emirates,2021-06-10,2019,TV-14,77 min,"International Movies, Thrillers",United Arab Emirates,International Movies
Movie,Awake,Mark Raso,United States,2021-06-09,2021,TV-MA,97 min,"Dramas, Thrillers",United States,Dramas
Movie,Confusion Na Wa,Kenneth Gyang,Nigeria,2021-06-09,2013,TV-MA,106 min,"Comedies, Dramas, International Movies",Nigeria,Comedies
Movie,Tragic Jungle,Yulene Olaizola,Mexico,2021-06-09,2021,TV-MA,97 min,"Dramas, Independent Movies, International Movies",Mexico,Dramas
Movie,Vampire Academy,Mark Waters,United States,2021-06-07,2014,PG-13,104 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",United States,Action & Adventure
Movie,A Private War,Matthew Heineman,United Kingdom,2021-06-05,2018,R,110 min,"Dramas, Independent Movies",United Kingdom,Dramas
Movie,Small Chops,Robert Peters,Nigeria,2021-06-05,2020,TV-MA,98 min,"Dramas, International Movies, Romantic Movies",Nigeria,Dramas
Movie,Breaking Boundaries: The Science Of Our Planet,Jonathan Clay,United States,2021-06-04,2021,TV-PG,74 min,Documentaries,United States,Documentaries
TV Show,Feel Good,Ally Pankiw,United Kingdom,2021-06-04,2021,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",United Kingdom,Romantic TV Shows
TV Show,Pretty Guardian Sailor Moon Eternal The Movie,Chiaki Kon,Not Given,2021-06-03,2021,TV-14,1 Season,TV Shows,Not Given,TV Shows
Movie,Trippin' with the Kandasamys,Jayan Moodley,South Africa,2021-06-04,2021,TV-14,94 min,"Comedies, International Movies, Romantic Movies",South Africa,Comedies
Movie,Xtreme,Daniel Benmayor,Spain,2021-06-04,2021,TV-MA,112 min,"Action & Adventure, International Movies",Spain,Action & Adventure
Movie,Alan Saldaña: Locked Up,Alex Díaz,Mexico,2021-06-03,2021,TV-MA,49 min,Stand-Up Comedy,Mexico,Stand-Up Comedy
Movie,Dancing Queens,Helena Bergström,Sweden,2021-06-03,2021,TV-MA,111 min,"Comedies, Dramas, International Movies",Sweden,Comedies
Movie,From Stress to Happiness,"Alejandro De Grazia, Juan Stadler",Argentina,2021-06-03,2020,TV-G,58 min,"Documentaries, International Movies",Argentina,Documentaries
Movie,Myriam Fares: The Journey,Myriam Fares,United Arab Emirates,2021-06-03,2021,TV-14,72 min,"Documentaries, International Movies, Music & Musicals",United Arab Emirates,Documentaries
Movie,The Girl and the Gun,Rae Red,Philippines,2021-06-03,2019,TV-MA,78 min,"Dramas, International Movies, Thrillers",Philippines,Dramas
Movie,2 Hearts,Lance Hool,United States,2021-06-02,2020,PG-13,101 min,"Dramas, Faith & Spirituality, Romantic Movies",United States,Dramas
Movie,A Perfect Ending,Nicole Conn,United States,2021-06-02,2012,TV-MA,110 min,"Dramas, Independent Movies, LGBTQ Movies",United States,Dramas
Movie,American Outlaws,Les Mayfield,United States,2021-06-02,2001,PG-13,94 min,Action & Adventure,United States,Action & Adventure
Movie,And Then Came Lola,"Ellen Seidler, Megan Siler",United States,2021-06-02,2009,TV-MA,70 min,"Comedies, Independent Movies, LGBTQ Movies",United States,Comedies
Movie,Battlefield Earth,Roger Christian,United States,2021-06-02,2000,PG-13,118 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",United States,Action & Adventure
Movie,Bliss,Lance Young,Canada,2021-06-02,1997,R,103 min,"Dramas, Romantic Movies",Canada,Dramas
Movie,Carnaval,Leandro Neri,Brazil,2021-06-02,2021,TV-MA,95 min,"Comedies, International Movies, Music & Musicals",Brazil,Comedies
Movie,Cloudburst,Thom Fitzgerald,United States,2021-06-02,2011,TV-MA,93 min,"Comedies, Dramas, Independent Movies",United States,Comedies
Movie,Company of Heroes,Don Michael Paul,United States,2021-06-02,2013,R,101 min,"Action & Adventure, Dramas",United States,Action & Adventure
Movie,Cradle 2 the Grave,Andrzej Bartkowiak,United States,2021-06-02,2003,R,101 min,Action & Adventure,United States,Action & Adventure
Movie,Domestic Disturbance,Harold Becker,United States,2021-06-02,2001,PG-13,89 min,Thrillers,United States,Thrillers
Movie,Dream/Killer,Andrew Jenks,United States,2021-06-02,2015,TV-MA,109 min,Documentaries,United States,Documentaries
Movie,Felon,Ric Roman Waugh,United States,2021-06-02,2008,R,104 min,"Action & Adventure, Dramas",United States,Action & Adventure
Movie,Flipped,Rob Reiner,United States,2021-06-02,2010,PG,90 min,"Comedies, Dramas, Romantic Movies",United States,Comedies
Movie,Fools Rush In,Andy Tennant,United States,2021-06-02,1997,PG-13,109 min,"Comedies, Romantic Movies",United States,Comedies
Movie,Gold Statue,Tade Ogidan,Nigeria,2021-06-02,2019,TV-14,145 min,"Comedies, Dramas, International Movies",Nigeria,Comedies
Movie,Hostel: Part III,Scott Spiegel,United States,2021-06-02,2011,R,88 min,"Cult Movies, Horror Movies",United States,Cult Movies
Movie,I Am Sam,Jessie Nelson,United States,2021-06-02,2001,PG-13,132 min,Dramas,United States,Dramas
Movie,Love Jones,Theodore Witcher,United States,2021-06-02,1997,R,109 min,"Comedies, Dramas, Independent Movies",United States,Comedies
Movie,Million Dollar Baby,Clint Eastwood,United States,2021-06-02,2004,PG-13,133 min,"Dramas, Sports Movies",United States,Dramas
Movie,Mosquita y Mari,Aurora Guerrero,United States,2021-06-02,2012,TV-14,85 min,"Dramas, Independent Movies, LGBTQ Movies",United States,Dramas
Movie,Never Back Down 2: The Beatdown,Michael Jai White,United States,2021-06-02,2011,R,104 min,"Action & Adventure, Dramas, Sports Movies",United States,Action & Adventure
Movie,Ninja Assassin,James McTeigue,Germany,2021-06-02,2009,R,99 min,Action & Adventure,Germany,Action & Adventure
TV Show,Ouran High School Host Club,Takuya Igarashi,Japan,2021-06-02,2006,TV-PG,1 Season,"Anime Series, Romantic TV Shows, Teen TV Shows",Japan,Anime Series
Movie,Population 436,Michelle MacLaren,Canada,2021-06-02,2006,R,93 min,"Horror Movies, Thrillers",Canada,Horror Movies
Movie,The Girl King,Mika Kaurismäki,Not Given,2021-06-02,2015,TV-MA,106 min,"Dramas, International Movies, LGBTQ Movies",Not Given,Dramas
Movie,Sniper: Legacy,Don Michael Paul,United States,2021-06-02,2014,R,98 min,Action & Adventure,United States,Action & Adventure
Movie,Starsky & Hutch,Todd Phillips,United States,2021-06-02,2004,PG-13,101 min,"Action & Adventure, Comedies",United States,Action & Adventure
Movie,Streets of Fire,Walter Hill,United States,2021-06-02,1984,PG,94 min,"Action & Adventure, Classic Movies, Cult Movies",United States,Action & Adventure
Movie,Swordfish,Dominic Sena,United States,2021-06-02,2001,R,99 min,Action & Adventure,United States,Action & Adventure
Movie,Seven Souls in the Skull Castle: Season Moon Jogen,Hidenori Inoue,Not Given,2021-06-02,2017,TV-14,204 min,"Action & Adventure, Dramas, International Movies",Not Given,Action & Adventure
Movie,The Four Seasons,Alan Alda,United States,2021-06-02,1981,PG,108 min,"Comedies, Romantic Movies",United States,Comedies
Movie,The Interpreter,Sydney Pollack,United Kingdom,2021-06-02,2005,PG-13,128 min,Thrillers,United Kingdom,Thrillers
Movie,The Meddler,Lorene Scafaria,United States,2021-06-02,2015,PG-13,104 min,"Comedies, Dramas, Independent Movies",United States,Comedies
Movie,Super Monsters: Once Upon a Rhyme,Steve Ball,United States,2021-06-02,2021,TV-Y,25 min,Children & Family Movies,United States,Children & Family Movies
